@relation textClassifier

@ATTRIBUTE class {EGYpos, GLFpos, LAVpos, MSApos, NORpos}
@ATTRIBUTE uniqueTags  NUMERIC
@ATTRIBUTE /CC NUMERIC
@ATTRIBUTE /CD NUMERIC
@ATTRIBUTE /DT NUMERIC
@ATTRIBUTE /EX NUMERIC
@ATTRIBUTE /FW NUMERIC
@ATTRIBUTE /IN NUMERIC
@ATTRIBUTE /JJ NUMERIC
@ATTRIBUTE /JJR NUMERIC
@ATTRIBUTE /JJS NUMERIC
@ATTRIBUTE /LS NUMERIC
@ATTRIBUTE /MD NUMERIC
@ATTRIBUTE /NN NUMERIC
@ATTRIBUTE /NNP NUMERIC
@ATTRIBUTE /NNPS NUMERIC
@ATTRIBUTE /NNS NUMERIC
@ATTRIBUTE /PDT NUMERIC
@ATTRIBUTE /POS NUMERIC
@ATTRIBUTE /PRP NUMERIC
@ATTRIBUTE /RB NUMERIC
@ATTRIBUTE /RBR NUMERIC
@ATTRIBUTE /RBS NUMERIC
@ATTRIBUTE /RP NUMERIC
@ATTRIBUTE /SYM NUMERIC
@ATTRIBUTE /TO NUMERIC
@ATTRIBUTE /UH NUMERIC
@ATTRIBUTE /VB NUMERIC
@ATTRIBUTE /VBD NUMERIC
@ATTRIBUTE /VBG NUMERIC
@ATTRIBUTE /VBN NUMERIC
@ATTRIBUTE /VBP NUMERIC
@ATTRIBUTE /VBZ NUMERIC
@ATTRIBUTE /WDT NUMERIC
@ATTRIBUTE /WP NUMERIC
@ATTRIBUTE /WRB NUMERIC
@ATTRIBUTE /DTNNS NUMERIC
@ATTRIBUTE /DTNNP NUMERIC
@ATTRIBUTE /DTNN NUMERIC
@ATTRIBUTE /DTJJ NUMERIC
@ATTRIBUTE /DTJJR NUMERIC
@ATTRIBUTE /NOUN NUMERIC
@ATTRIBUTE /ADJ NUMERIC
@ATTRIBUTE /VN NUMERIC
@ATTRIBUTE /PUNC NUMERIC
@ATTRIBUTE readability NUMERIC
@ATTRIBUTE pureMSA NUMERIC
@ATTRIBUTE pureEGY NUMERIC
@ATTRIBUTE pureGLF NUMERIC
@ATTRIBUTE pureLAV NUMERIC
@ATTRIBUTE pureNOR NUMERIC
@ATTRIBUTE MSAEGY NUMERIC
@ATTRIBUTE MSAGLF NUMERIC
@ATTRIBUTE MSALAV NUMERIC
@ATTRIBUTE MSANOR NUMERIC

@data
EGYpos,11,0,0,1,0,0,1,1,0,0,0,0,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,8,2,0,0,0,0,0,47.70548703243901,0,10,4,7,4,30,30,29,27
EGYpos,14,0,1,2,0,0,2,1,0,0,0,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,1,2,0,2,1,0,0,0,0,0,69.62720856344828,2,5,1,2,3,24,24,23,22
EGYpos,12,1,0,3,0,0,4,2,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,8,1,0,0,0,0,0,63.24255659818182,0,5,3,1,1,28,27,27,27
EGYpos,16,1,1,0,0,0,9,4,0,0,0,0,36,7,0,6,0,0,1,0,0,0,0,0,0,0,0,6,0,0,4,0,0,2,1,2,0,12,4,0,2,0,0,0,-19.026661249805812,0,27,6,8,7,69,60,66,63
EGYpos,10,0,0,0,0,0,0,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,69.64454686500002,0,6,4,4,4,15,15,14,15
EGYpos,20,3,2,4,0,0,15,6,0,0,0,0,56,9,0,3,0,0,2,0,0,0,2,0,0,0,0,14,0,2,18,0,0,3,1,7,2,12,3,0,1,0,0,0,-72.34953900381817,2,34,12,11,13,127,117,113,115
EGYpos,8,0,0,0,0,0,2,4,0,0,0,0,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,48.47091159125,0,7,0,0,1,16,15,14,15
EGYpos,16,0,0,2,0,0,5,4,0,0,0,0,28,8,0,5,0,0,2,1,0,0,3,0,0,0,0,7,0,0,5,0,0,0,0,4,1,16,6,3,0,0,0,0,-20.715809038712877,3,17,5,6,3,82,76,75,68
EGYpos,16,0,0,2,0,0,5,4,0,0,0,0,28,8,0,5,0,0,2,1,0,0,3,0,0,0,0,7,0,0,5,0,0,0,0,4,1,16,6,3,0,0,0,0,-20.715809038712877,3,17,5,6,3,82,76,75,68
EGYpos,16,0,0,2,0,0,5,4,0,0,0,0,28,8,0,5,0,0,2,1,0,0,3,0,0,0,0,7,0,0,5,0,0,0,0,4,1,16,6,3,0,0,0,0,-20.715809038712877,3,17,5,6,3,82,76,75,68
EGYpos,11,0,1,1,0,0,2,4,0,0,0,0,8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,61.28878303586207,0,14,5,3,3,15,14,14,14
EGYpos,16,1,0,1,0,0,3,1,0,0,0,0,14,3,0,2,0,0,1,2,0,0,2,0,0,0,0,4,0,0,7,0,0,1,0,2,0,4,2,0,0,0,0,0,34.937374017200014,4,9,2,2,1,41,39,40,36
EGYpos,16,1,0,1,0,0,3,1,0,0,0,0,14,3,0,2,0,0,1,2,0,0,2,0,0,0,0,4,0,0,7,0,0,1,0,2,0,4,2,0,0,0,0,0,34.937374017200014,4,9,2,2,1,41,39,40,36
EGYpos,10,0,3,1,0,0,2,2,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,46.76496881886365,0,13,4,2,2,30,29,29,27
EGYpos,10,0,3,1,0,0,2,2,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,46.76496881886365,0,13,4,2,2,30,29,29,27
EGYpos,20,0,3,7,0,0,68,28,0,0,0,0,198,38,0,21,0,0,2,1,0,0,7,0,0,0,0,40,0,3,38,0,0,11,2,16,12,103,58,0,9,0,0,0,-611.2242886148306,6,222,99,54,81,440,407,421,370
EGYpos,17,1,0,1,0,0,3,4,0,0,0,0,26,7,0,2,0,0,3,0,0,0,0,0,0,0,0,4,0,1,4,0,0,2,0,1,0,3,1,0,1,0,1,0,23.19419992225805,1,15,4,5,3,47,44,44,44
EGYpos,17,1,0,11,0,0,20,9,1,0,0,0,46,8,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,5,0,18,13,0,4,2,0,0,-75.46301546384105,4,25,10,8,8,123,115,117,105
EGYpos,8,0,0,0,0,0,0,3,0,0,0,0,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,70.46352801642858,0,10,6,6,5,15,13,14,14
EGYpos,17,1,2,2,0,0,7,4,0,0,0,0,64,24,0,1,0,0,4,0,0,0,0,0,0,0,0,16,0,0,6,0,0,3,0,3,6,25,13,0,2,0,0,0,-92.07455981391061,3,49,27,17,18,129,121,119,109
EGYpos,9,0,0,0,0,0,2,0,0,0,0,0,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,5,1,0,2,0,0,0,54.45906146477272,1,13,6,6,6,29,25,24,25
EGYpos,9,0,0,0,0,0,2,0,0,0,0,0,16,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,5,1,0,2,0,0,0,54.45906146477272,1,13,6,6,6,29,25,24,25
EGYpos,10,0,0,1,0,0,5,3,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,4,1,0,0,0,0,0,52.22328901142858,1,12,5,6,4,28,25,26,28
EGYpos,10,0,0,1,0,0,5,3,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,4,1,0,0,0,0,0,52.22328901142858,1,12,5,6,4,28,25,26,28
EGYpos,13,1,0,0,0,0,2,1,0,0,0,0,11,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,1,0,4,0,0,1,0,0,0,53.46406885500002,0,9,1,6,4,21,20,20,20
EGYpos,16,2,0,6,0,0,3,6,0,0,0,0,36,2,0,1,0,0,1,3,0,0,1,0,0,0,0,12,0,0,10,0,0,0,0,1,0,8,5,0,1,0,0,0,-9.159469235578953,6,17,5,8,6,80,78,72,73
EGYpos,10,0,0,0,0,0,2,3,0,0,0,0,18,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5,2,0,1,0,0,0,33.238471342500006,4,11,0,5,3,29,28,27,27
EGYpos,10,0,0,0,0,0,2,3,0,0,0,0,18,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5,2,0,1,0,0,0,33.238471342500006,4,11,0,5,3,29,28,27,27
EGYpos,12,1,0,3,0,0,3,1,0,0,0,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,2,0,2,1,0,0,0,0,0,56.5523531409756,1,10,5,4,3,30,28,29,25
EGYpos,15,0,0,0,0,0,3,1,1,0,0,0,11,3,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,4,0,0,2,0,1,0,4,1,0,1,0,0,0,40.29882985000003,3,8,2,4,2,32,31,30,30
EGYpos,15,0,0,4,0,0,4,11,0,0,0,0,38,0,0,2,0,0,2,5,0,0,2,0,0,0,0,7,0,1,6,0,0,3,0,3,0,8,5,0,0,0,0,0,-33.01506965065421,2,20,6,3,6,81,73,77,74
EGYpos,13,0,0,2,0,0,4,3,0,0,0,0,21,0,0,2,0,0,2,3,0,0,0,0,0,0,0,3,0,0,9,0,0,1,0,0,0,4,1,0,1,0,0,0,32.29447427203392,2,6,4,2,1,50,48,47,47
EGYpos,12,0,0,2,0,0,3,2,0,0,0,0,18,4,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,0,0,2,0,0,0,7,0,0,1,0,0,0,39.02084876267857,0,13,4,4,1,42,36,37,35
EGYpos,12,0,1,0,0,0,3,1,0,0,0,0,15,11,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,4,1,0,1,0,0,0,49.3577569354717,0,20,8,8,6,27,23,26,22
EGYpos,12,2,2,1,0,0,4,3,0,0,0,0,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,0,60.44258462625001,0,8,2,2,1,28,25,25,24
EGYpos,8,0,0,1,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,55.4131996922857,1,6,4,3,4,28,24,24,22
EGYpos,10,0,0,2,0,0,1,1,0,0,0,0,12,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,71.29489366896553,0,8,5,6,5,21,20,20,20
EGYpos,17,2,0,2,0,0,12,4,0,0,0,0,37,20,0,4,0,0,3,5,0,0,1,0,0,0,0,7,0,1,9,0,0,3,0,0,0,20,2,0,0,0,1,0,-41.34398155854015,6,30,13,14,12,103,90,96,97
EGYpos,11,0,0,0,0,0,3,2,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,6,4,0,1,0,1,0,65.53990537250002,0,11,4,2,4,20,17,16,19
EGYpos,13,0,0,1,0,0,4,4,0,0,0,0,21,4,0,2,0,0,1,1,0,0,5,0,0,0,0,1,0,0,7,0,0,0,0,0,0,6,1,0,0,0,0,0,34.29873806900004,2,15,4,5,4,43,43,41,42
EGYpos,13,0,0,1,0,0,4,4,0,0,0,0,21,4,0,2,0,0,1,1,0,0,5,0,0,0,0,1,0,0,7,0,0,0,0,0,0,6,1,0,0,0,0,0,34.29873806900004,2,15,4,5,4,43,43,41,42
EGYpos,13,0,0,1,0,0,4,4,0,0,0,0,21,4,0,2,0,0,1,1,0,0,5,0,0,0,0,1,0,0,7,0,0,0,0,0,0,6,1,0,0,0,0,0,34.29873806900004,2,15,4,5,4,43,43,41,42
EGYpos,12,0,2,1,0,0,4,2,0,0,0,0,20,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,1,0,0,0,2,0,0,1,0,0,0,39.070876172954556,1,12,0,2,2,30,29,26,28
EGYpos,10,0,2,0,0,0,2,3,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,59.32612279578949,0,8,3,5,4,11,9,11,8
EGYpos,15,0,0,1,0,0,5,1,0,0,0,0,22,4,0,3,0,0,0,0,0,0,2,0,0,0,0,3,0,1,9,0,0,3,0,3,2,8,1,0,0,0,0,0,17.90930786,1,17,5,8,3,51,49,49,48
EGYpos,9,0,0,0,0,0,1,2,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,5,1,0,0,0,0,0,42.97979484551023,2,23,2,3,6,24,24,24,23
EGYpos,7,0,0,1,0,0,1,0,0,0,0,0,16,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,52.69351854406251,2,11,0,5,3,20,19,20,19
EGYpos,11,0,0,0,0,0,2,3,0,0,0,0,20,6,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,53.695480440652176,0,16,9,11,9,30,30,27,26
EGYpos,11,0,0,0,0,0,2,3,0,0,0,0,20,6,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,53.695480440652176,0,16,9,11,9,30,30,27,26
EGYpos,10,0,0,0,0,0,2,2,0,0,0,0,9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,1,0,0,1,0,0,60.45494048310344,0,12,5,2,2,17,17,17,15
EGYpos,10,0,0,0,0,0,3,5,0,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,50.230629668260875,2,6,2,1,3,16,16,15,14
EGYpos,10,0,0,0,0,0,3,5,0,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,50.230629668260875,2,6,2,1,3,16,16,15,14
EGYpos,14,0,1,0,0,0,3,2,0,0,0,0,16,7,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,9,4,0,1,0,0,0,24.31366438500001,0,18,4,7,4,34,32,32,31
EGYpos,14,0,1,0,0,0,3,2,0,0,0,0,16,7,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,9,4,0,1,0,0,0,24.31366438500001,0,18,4,7,4,34,32,32,31
EGYpos,13,0,0,1,0,0,4,6,0,0,0,0,33,7,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,1,2,0,0,3,0,0,0,7,1,0,0,0,0,0,36.26406177821917,0,20,9,8,11,52,51,49,47
EGYpos,16,0,1,4,0,0,11,7,0,0,0,0,72,25,0,2,0,0,6,0,0,0,4,0,0,0,0,25,0,1,11,0,0,6,0,0,0,12,2,0,4,0,0,0,-108.97265926552238,4,43,22,29,22,149,139,142,139
EGYpos,8,0,0,1,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,70.74370295727273,1,5,3,1,2,17,15,16,16
EGYpos,8,0,0,1,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,70.74370295727273,1,5,3,1,2,17,15,16,16
EGYpos,8,0,0,1,0,0,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,5,0,0,0,0,0,0,70.74370295727273,1,5,3,1,2,17,15,16,16
EGYpos,14,0,0,2,0,0,6,10,0,0,0,0,43,9,0,0,0,0,2,0,0,0,1,0,0,0,0,8,0,0,11,0,0,0,1,0,0,19,4,0,1,0,1,0,-33.85569213999996,2,39,18,18,16,78,73,72,68
EGYpos,13,0,1,1,0,0,3,6,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,2,0,1,0,8,3,0,2,0,0,0,28.42297482956522,0,20,9,7,7,48,47,47,46
EGYpos,13,0,0,1,0,0,1,2,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,7,0,0,2,0,0,1,5,2,0,0,0,0,0,46.46580471857142,0,11,4,2,3,30,29,29,30
EGYpos,9,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,1,3,0,0,0,0,0,0,82.82299727391305,0,10,3,2,3,12,12,12,12
EGYpos,15,1,0,1,0,0,2,5,0,0,0,0,36,4,0,1,0,0,1,1,0,0,2,0,0,0,0,4,1,0,10,0,0,1,0,0,0,11,0,0,0,0,0,0,-2.0304295206024108,6,9,5,4,4,72,70,64,67
EGYpos,15,1,0,1,0,0,2,5,0,0,0,0,36,4,0,1,0,0,1,1,0,0,2,0,0,0,0,4,1,0,10,0,0,1,0,0,0,11,0,0,0,0,0,0,-2.0304295206024108,6,9,5,4,4,72,70,64,67
EGYpos,11,0,0,3,0,0,4,3,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,2,0,0,0,7,3,0,3,0,0,0,23.516596910434785,2,16,7,10,9,53,50,49,48
EGYpos,15,0,4,1,0,0,2,1,0,0,0,0,16,1,0,1,0,0,1,0,0,0,2,0,0,0,0,4,0,0,6,0,0,4,0,0,0,5,2,0,1,0,0,0,60.47625265106386,2,10,2,5,2,37,37,35,31
EGYpos,11,0,0,1,0,0,0,3,0,0,0,0,30,20,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,0,0,1,2,0,0,1,0,0,0,39.23334691628571,4,27,8,13,16,44,44,44,42
EGYpos,13,0,0,1,0,0,2,4,0,0,0,0,23,7,0,3,0,0,0,0,0,0,1,0,0,0,0,6,0,0,4,0,0,2,0,1,0,6,1,0,0,0,0,0,29.43456999451611,0,19,5,6,7,40,39,36,36
EGYpos,10,0,0,0,0,0,4,0,0,0,0,0,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,6,2,0,1,0,0,0,40.526664024545454,1,7,1,1,1,25,22,22,22
EGYpos,12,0,0,2,0,0,5,2,0,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,17.772869151276637,2,5,2,1,2,42,41,42,38
EGYpos,12,0,0,2,0,0,5,2,0,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,17.772869151276637,2,5,2,1,2,42,41,42,38
EGYpos,12,0,0,2,0,0,5,2,0,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,17.772869151276637,2,5,2,1,2,42,41,42,38
EGYpos,12,0,0,2,0,0,5,2,0,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,17.772869151276637,2,5,2,1,2,42,41,42,38
EGYpos,12,0,0,2,0,0,5,2,0,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,17.772869151276637,2,5,2,1,2,42,41,42,38
EGYpos,12,0,0,2,0,0,5,2,0,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,17.772869151276637,2,5,2,1,2,42,41,42,38
EGYpos,12,0,0,2,0,0,5,2,0,0,0,0,12,3,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,6,0,0,0,0,0,17.772869151276637,2,5,2,1,2,42,41,42,38
EGYpos,12,1,0,0,0,0,4,6,0,0,0,0,31,5,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,5,1,0,0,0,0,0,36.83825443968752,0,21,5,9,5,40,37,37,35
EGYpos,12,1,0,0,0,0,4,6,0,0,0,0,31,5,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,5,1,0,0,0,0,0,36.83825443968752,0,21,5,9,5,40,37,37,35
EGYpos,15,1,0,2,0,0,2,0,0,0,0,0,20,10,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,1,5,0,0,2,0,1,0,10,9,0,0,0,1,0,2.1467342480000298,2,26,13,13,12,47,41,45,43
EGYpos,12,0,1,0,0,0,5,3,0,0,0,0,19,12,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,0,3,2,0,0,0,0,0,59.106959225555556,0,25,8,11,10,29,25,26,26
EGYpos,12,0,0,1,0,0,7,3,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,3,0,0,1,0,1,0,11,2,0,0,0,0,0,24.033588383142842,2,9,2,5,2,57,51,49,52
EGYpos,14,1,1,1,0,0,5,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,9,1,0,1,0,1,0,37.355517420200016,0,18,11,13,9,30,29,29,28
EGYpos,16,1,1,0,0,0,4,3,0,0,0,0,30,9,0,1,0,0,2,0,0,0,3,0,0,0,0,8,0,0,6,0,0,3,0,1,1,17,4,0,0,0,0,0,-4.4578933837500045,2,29,14,14,11,64,60,58,59
EGYpos,14,1,2,3,0,0,2,0,0,0,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,2,2,0,2,0,0,0,63.703977073999994,0,4,1,2,1,31,30,29,30
EGYpos,14,1,2,3,0,0,2,0,0,0,0,0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,2,2,0,2,0,0,0,63.703977073999994,0,4,1,2,1,31,30,29,30
EGYpos,11,0,0,1,0,0,3,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,8,7,0,0,0,0,0,28.402184536500016,3,5,2,0,0,33,32,29,29
