@relation 'textClassifier-weka.filters.unsupervised.attribute.Remove-R2-25,35-50'

@attribute class {EGY,GLF,LAV,MSA,NOR}
@attribute pureMSA numeric
@attribute pureEGY numeric
@attribute pureGLF numeric
@attribute pureLAV numeric
@attribute pureNOR numeric
@attribute MSAEGY numeric
@attribute MSAGLF numeric
@attribute MSALAV numeric
@attribute MSANOR numeric

@data
EGY,0,5,0,0,0,5,4,4,3
EGY,0,4,0,0,0,2,2,2,0
EGY,1,1,1,0,0,2,2,2,2
EGY,2,14,5,2,0,41,37,37,30
EGY,0,0,0,1,3,10,6,10,8
EGY,0,9,1,1,0,17,13,16,11
EGY,0,0,0,0,0,3,3,3,2
EGY,0,7,0,1,2,23,21,21,19
EGY,1,1,0,1,0,1,0,1,0
EGY,1,16,3,0,2,33,29,29,23
EGY,1,12,1,2,0,25,20,21,17
EGY,1,26,0,0,2,22,19,19,15
EGY,0,2,0,0,0,7,7,7,6
EGY,0,2,1,0,0,7,8,8,5
EGY,0,31,3,1,1,52,38,43,32
EGY,2,1,0,0,0,5,4,6,2
EGY,0,2,0,0,0,8,8,8,3
EGY,0,1,0,0,0,1,1,1,1
EGY,0,2,2,0,1,6,5,6,5
EGY,0,0,0,0,0,2,2,2,1
EGY,0,2,0,0,0,5,1,2,2
EGY,0,2,0,0,0,6,6,6,5
EGY,0,1,0,0,0,1,1,1,0
EGY,0,5,1,0,0,7,6,6,6
EGY,0,3,1,0,0,9,9,9,8
EGY,0,3,0,1,0,2,2,2,2
EGY,0,2,0,0,0,8,7,7,5
EGY,0,1,0,0,0,6,4,5,3
EGY,0,0,0,0,1,9,9,9,7
EGY,0,3,0,0,0,11,8,11,7
EGY,0,2,0,0,1,4,4,4,4
EGY,0,1,0,0,0,4,4,3,2
EGY,0,1,0,0,0,1,1,1,0
EGY,0,1,0,1,1,6,6,6,3
EGY,0,2,0,0,1,6,5,5,4
EGY,5,2,1,0,1,14,13,14,13
EGY,1,4,0,0,1,16,14,14,14
EGY,1,1,1,1,0,10,8,9,5
EGY,1,14,0,1,0,21,17,20,13
EGY,1,35,1,1,2,38,30,31,31
EGY,1,3,2,1,0,14,14,14,9
EGY,0,5,1,0,0,8,7,7,5
EGY,0,1,0,0,0,2,2,2,1
EGY,0,23,2,1,0,26,21,24,17
EGY,1,2,1,1,0,4,4,4,2
EGY,0,0,1,0,0,4,3,4,3
EGY,2,19,1,4,1,42,33,34,29
EGY,0,14,0,0,1,23,19,21,17
EGY,0,1,0,0,0,2,2,2,1
EGY,0,3,0,0,0,3,3,3,3
EGY,0,8,1,3,0,32,28,32,17
EGY,2,6,2,0,0,16,8,13,8
EGY,0,1,2,0,1,4,4,4,3
EGY,9,51,4,8,9,174,137,144,123
EGY,2,27,3,0,2,33,27,28,26
EGY,0,19,1,1,1,27,23,23,20
EGY,4,51,0,2,0,54,48,55,40
EGY,0,1,0,0,0,4,4,4,4
EGY,2,19,1,2,1,17,13,13,14
EGY,2,7,0,1,0,17,15,15,12
EGY,1,43,3,5,3,77,60,70,44
EGY,1,7,1,0,0,9,9,9,8
EGY,1,13,2,4,1,16,10,10,12
EGY,0,3,0,0,0,4,3,3,1
EGY,0,2,1,0,0,2,2,2,1
EGY,1,2,1,0,0,3,4,2,2
EGY,1,2,1,2,2,15,9,11,13
EGY,0,1,0,0,0,3,3,3,3
EGY,3,14,0,0,0,17,12,14,8
EGY,0,4,1,1,2,18,15,17,15
EGY,1,6,1,0,0,12,11,11,11
EGY,1,1,0,0,0,11,9,8,6
EGY,3,12,0,0,1,29,23,26,22
EGY,0,28,2,2,1,20,15,19,14
EGY,0,0,0,0,0,1,1,1,1
EGY,0,0,1,1,1,6,5,5,4
EGY,10,55,5,0,0,105,82,76,53
EGY,0,16,0,0,2,33,29,29,26
EGY,0,1,2,0,0,5,5,4,3
EGY,0,2,0,0,0,7,8,7,5
EGY,2,3,0,0,0,6,6,5,4
EGY,1,2,0,0,0,9,8,9,7
EGY,0,2,1,0,0,4,1,2,2
EGY,1,9,2,0,0,19,13,15,14
EGY,0,1,0,0,0,5,4,5,5
EGY,0,0,0,0,0,0,0,0,0
EGY,1,17,0,0,2,26,20,19,19
EGY,5,23,0,0,2,26,20,20,20
EGY,0,50,2,6,2,69,56,63,47
EGY,0,1,0,0,1,2,2,2,2
EGY,0,2,0,0,0,4,5,5,2
EGY,0,2,0,0,1,0,0,0,0
EGY,0,2,0,0,0,0,0,0,0
EGY,0,2,0,1,0,3,2,3,2
EGY,0,0,0,0,0,3,3,3,1
EGY,0,2,0,0,0,4,4,4,4
EGY,3,2,2,0,1,7,5,6,6
EGY,0,0,2,0,0,0,0,0,0
EGY,1,2,0,0,0,6,6,6,4
EGY,0,3,0,0,0,6,4,4,5
EGY,0,1,0,0,0,0,0,0,0
EGY,3,10,1,0,1,17,14,13,13
EGY,0,5,1,0,0,9,9,9,10
EGY,0,11,0,1,1,16,12,15,13
EGY,0,0,0,0,0,6,6,6,5
EGY,1,6,1,0,0,24,22,24,14
EGY,3,28,3,0,2,81,67,67,58
EGY,4,25,3,2,2,54,47,50,34
EGY,0,3,0,0,0,8,2,6,3
EGY,1,6,2,2,0,13,13,13,11
EGY,0,3,0,0,0,2,1,2,2
EGY,0,0,0,0,0,0,0,0,0
EGY,3,12,1,0,0,32,27,28,20
EGY,3,2,0,1,0,12,8,8,9
EGY,4,12,1,0,0,33,24,33,24
EGY,3,11,1,2,5,35,22,27,26
EGY,6,19,1,1,2,27,18,22,20
EGY,0,0,0,0,0,1,1,1,1
EGY,0,1,0,1,2,10,9,11,9
EGY,1,1,1,0,0,8,7,9,7
EGY,0,2,1,0,1,7,8,10,8
EGY,0,0,1,1,0,3,2,3,2
EGY,0,2,0,0,0,4,4,4,4
EGY,0,1,0,0,0,9,9,9,9
EGY,1,2,0,1,1,5,4,5,3
EGY,1,1,0,0,2,9,9,9,9
EGY,0,1,0,0,0,6,6,6,5
EGY,0,0,0,0,0,2,2,1,1
EGY,0,1,0,0,0,0,0,0,0
EGY,0,2,1,0,0,1,0,1,1
EGY,0,0,0,0,0,3,3,3,3
EGY,0,3,0,0,0,1,1,1,1
EGY,0,5,0,0,0,4,4,4,3
EGY,0,2,1,0,0,2,1,2,1
EGY,0,1,0,0,1,8,8,8,8
EGY,1,13,1,1,0,24,21,22,14
EGY,1,0,0,0,0,4,4,4,4
EGY,1,3,0,0,0,5,5,5,5
EGY,1,1,0,0,0,0,0,0,0
EGY,0,2,0,0,0,0,0,0,0
EGY,1,2,2,1,0,11,8,9,8
EGY,1,0,1,1,0,10,11,10,10
EGY,0,3,0,0,0,3,1,2,2
EGY,0,2,0,0,1,5,5,5,4
EGY,0,1,1,1,0,3,3,2,1
EGY,3,6,1,1,0,12,6,8,5
EGY,0,0,0,0,0,3,3,3,1
EGY,0,0,0,0,0,3,3,3,2
EGY,0,0,0,0,0,6,6,8,5
EGY,0,2,0,0,0,4,4,4,4
EGY,1,2,0,0,0,6,6,6,4
EGY,0,0,0,0,0,4,3,4,2
EGY,0,1,0,0,0,4,3,3,3
EGY,0,3,0,0,0,1,1,1,1
EGY,0,1,0,0,0,1,1,1,1
EGY,0,0,0,0,0,2,1,1,1
EGY,0,0,0,0,0,3,3,3,3
EGY,1,2,1,0,0,14,12,12,10
EGY,0,20,3,0,3,33,29,27,22
EGY,1,28,1,0,0,40,29,36,29
EGY,1,1,0,1,0,6,5,6,4
EGY,0,17,1,0,1,24,24,24,21
EGY,0,5,1,0,0,5,5,5,3
EGY,0,0,0,0,0,1,1,1,1
EGY,1,13,2,0,1,39,32,34,29
EGY,0,5,0,0,0,2,2,2,2
EGY,1,9,0,1,1,15,7,11,9
EGY,1,14,1,0,0,25,21,19,19
EGY,0,2,0,3,1,2,2,2,2
EGY,1,13,2,1,0,35,32,32,21
EGY,0,14,0,1,0,28,26,26,22
EGY,0,2,0,0,0,8,8,8,6
EGY,2,12,1,1,1,19,17,17,17
EGY,1,16,0,0,1,18,16,18,14
EGY,0,0,0,0,0,2,2,2,0
EGY,0,7,0,1,0,16,14,15,11
EGY,0,9,1,1,0,21,18,17,13
EGY,0,1,0,0,1,3,2,3,3
EGY,0,16,1,0,1,29,21,24,23
EGY,1,13,1,1,0,30,26,27,14
EGY,0,0,0,0,0,0,0,0,0
EGY,2,18,3,1,0,25,22,21,20
EGY,1,4,0,0,1,6,5,4,5
EGY,0,26,3,0,0,49,44,48,37
EGY,0,3,0,0,0,1,1,1,0
EGY,0,2,0,0,0,4,3,4,2
EGY,1,16,1,3,2,39,31,37,28
EGY,0,0,0,0,0,2,2,2,2
EGY,0,0,0,0,1,3,2,3,3
EGY,0,3,0,1,0,9,9,9,9
EGY,0,0,0,0,0,0,0,0,0
EGY,0,4,0,0,0,3,3,3,2
EGY,6,35,2,1,3,54,42,44,39
EGY,1,27,0,9,1,22,14,25,17
EGY,1,6,1,1,0,11,11,11,7
EGY,0,0,0,0,0,3,3,3,3
EGY,0,1,0,0,0,4,4,4,4
EGY,2,0,0,0,0,8,5,7,4
EGY,0,0,0,0,0,3,3,3,1
EGY,0,0,0,0,0,6,6,8,5
EGY,0,2,0,0,0,4,4,4,4
EGY,1,2,0,0,0,6,6,6,4
EGY,0,1,0,0,0,9,9,9,9
EGY,0,3,0,0,0,1,1,1,1
EGY,2,5,3,0,0,9,8,9,7
EGY,0,1,0,0,0,3,2,2,2
EGY,1,17,4,0,2,25,23,23,21
EGY,0,0,0,0,0,2,2,3,2
EGY,0,2,1,0,0,2,2,2,2
EGY,0,19,1,0,0,14,14,13,5
EGY,3,29,2,1,1,35,33,32,27
EGY,0,1,1,0,1,11,13,12,10
EGY,0,2,1,0,0,6,5,6,6
EGY,0,2,1,0,0,5,4,4,5
EGY,0,4,1,0,1,9,8,9,9
EGY,0,5,0,1,1,2,1,1,1
EGY,0,4,0,0,0,3,3,3,2
EGY,0,3,1,0,0,3,2,2,2
EGY,1,19,1,0,0,32,26,28,24
EGY,2,8,1,1,0,22,21,21,17
EGY,0,1,1,0,0,1,1,1,0
EGY,0,1,1,0,0,1,0,1,1
EGY,2,44,1,4,4,97,77,87,66
EGY,0,23,1,0,0,22,19,20,15
EGY,4,17,0,1,3,37,28,30,24
EGY,0,21,1,1,0,41,31,35,23
EGY,0,0,0,0,1,2,2,2,1
EGY,1,3,1,1,1,29,23,29,23
EGY,1,29,1,0,3,31,20,22,20
EGY,1,3,0,0,1,6,5,4,1
EGY,0,0,1,0,1,3,3,2,2
EGY,0,3,0,0,0,5,4,5,2
EGY,0,2,0,0,1,8,7,7,6
EGY,2,6,1,0,3,10,6,6,9
EGY,1,6,1,2,1,3,2,2,3
EGY,2,17,2,1,0,21,19,19,13
EGY,2,4,0,0,0,15,12,12,9
EGY,0,4,0,0,0,12,12,12,10
EGY,0,8,0,0,0,10,9,10,9
EGY,0,5,0,0,0,7,7,7,5
EGY,0,0,0,0,0,1,1,1,0
EGY,0,0,0,0,0,6,6,6,4
EGY,1,0,0,0,0,11,10,11,10
EGY,0,1,0,0,0,4,4,4,3
EGY,0,4,0,0,0,1,0,1,0
EGY,0,0,0,0,0,1,0,1,0
EGY,0,3,0,0,0,1,1,1,0
EGY,0,6,0,1,0,10,7,9,7
EGY,6,91,5,3,1,129,104,117,88
EGY,8,23,3,1,7,48,33,42,30
EGY,2,35,3,2,2,46,29,37,28
EGY,0,1,0,0,0,9,9,9,7
EGY,0,1,0,0,1,2,2,2,2
EGY,0,1,0,0,0,2,1,2,2
EGY,0,12,0,0,1,20,20,18,15
EGY,1,31,2,1,1,22,22,19,19
EGY,0,1,1,0,0,3,2,3,2
EGY,1,2,0,0,0,7,7,8,6
EGY,1,25,3,1,0,25,21,21,18
EGY,3,10,0,1,0,27,25,26,22
EGY,2,24,2,3,2,51,43,45,37
EGY,0,0,0,0,0,3,3,3,1
EGY,0,1,1,0,0,2,2,2,2
EGY,0,0,0,0,0,1,0,1,0
EGY,0,0,0,0,0,6,6,8,5
EGY,0,2,0,0,0,4,4,4,4
EGY,1,2,0,0,0,6,6,6,4
EGY,0,1,0,0,0,9,9,9,9
EGY,0,5,1,0,0,16,11,13,10
EGY,4,42,0,1,1,50,42,42,38
EGY,2,26,0,2,6,64,47,53,51
EGY,2,3,1,1,1,12,10,9,11
EGY,0,7,1,0,0,4,4,4,3
EGY,0,1,0,0,1,3,2,2,2
EGY,0,0,0,0,0,0,0,0,0
EGY,0,33,0,4,2,39,36,37,28
EGY,0,2,0,0,0,4,4,5,2
EGY,2,27,1,0,2,33,27,25,27
EGY,0,3,0,0,0,3,2,2,3
EGY,1,24,0,0,3,37,34,33,30
EGY,0,26,1,0,1,22,21,21,22
EGY,0,7,0,1,0,10,7,8,5
EGY,0,15,0,0,1,18,13,15,11
EGY,0,16,0,2,0,25,22,24,19
EGY,2,20,4,2,3,38,29,33,31
EGY,1,1,3,1,0,9,9,9,8
EGY,0,11,0,0,2,8,5,4,3
EGY,2,20,2,0,4,34,25,30,25
EGY,0,28,0,1,1,26,17,21,17
EGY,1,2,0,2,0,10,8,8,7
EGY,0,15,0,0,0,22,19,20,19
EGY,0,2,0,0,0,3,3,3,2
EGY,0,2,0,1,0,4,2,4,1
EGY,0,3,0,1,0,4,1,4,0
EGY,0,4,0,0,0,5,5,5,4
EGY,0,0,0,0,0,2,2,2,0
EGY,1,0,0,3,1,2,2,2,1
EGY,0,1,1,0,0,4,3,3,2
EGY,0,5,0,1,1,6,5,6,5
EGY,0,4,0,0,0,6,4,4,4
EGY,0,12,0,1,1,18,13,16,12
EGY,0,2,0,1,0,4,4,4,4
EGY,1,3,2,0,0,4,2,3,2
EGY,0,2,1,1,0,1,0,0,0
EGY,0,2,0,0,0,3,2,2,1
EGY,0,4,0,0,0,2,0,0,0
EGY,3,2,1,0,0,4,3,4,2
EGY,0,0,0,0,0,3,3,3,2
EGY,4,80,6,8,1,76,62,68,45
EGY,0,2,0,0,0,2,2,2,2
EGY,0,50,2,6,2,69,56,63,47
EGY,0,0,0,0,0,5,4,4,3
EGY,0,2,2,0,0,2,1,2,0
EGY,2,10,0,0,0,21,15,18,17
EGY,1,3,2,0,0,8,7,6,6
EGY,1,5,1,1,2,10,7,9,8
EGY,0,0,0,0,0,1,1,1,1
EGY,0,2,0,0,0,9,9,9,5
EGY,0,0,0,0,0,5,5,5,4
EGY,1,11,1,0,1,15,12,12,10
EGY,2,40,0,4,0,47,37,38,39
EGY,0,1,2,0,0,9,8,9,8
EGY,0,1,0,0,0,4,4,4,4
EGY,0,2,0,0,0,7,7,7,5
EGY,1,3,0,2,0,19,16,19,16
EGY,0,2,0,0,0,2,2,2,2
EGY,0,3,0,1,0,8,7,7,7
EGY,1,8,0,0,1,11,9,11,9
EGY,0,1,0,0,0,6,6,6,5
EGY,3,4,0,2,0,15,14,14,12
EGY,0,1,1,2,1,8,7,9,7
EGY,0,2,0,0,0,11,8,10,7
EGY,0,3,0,0,0,2,2,2,1
EGY,1,18,0,1,1,30,24,27,22
EGY,0,3,0,0,0,7,4,5,4
EGY,1,7,1,1,0,13,10,10,10
EGY,0,2,0,1,0,4,3,3,4
EGY,0,1,0,0,0,5,5,5,2
EGY,2,28,4,1,0,36,25,29,25
EGY,0,26,0,1,1,37,30,33,27
EGY,1,23,0,3,0,34,26,27,25
EGY,1,0,0,0,0,19,19,21,19
EGY,0,1,0,1,0,2,2,1,1
EGY,0,8,0,3,0,13,11,13,10
EGY,1,3,0,1,0,8,5,7,6
EGY,0,5,0,0,0,7,6,6,6
EGY,0,3,1,4,0,12,11,13,12
EGY,0,4,0,1,0,8,6,8,7
EGY,0,2,0,0,0,5,4,5,5
EGY,0,2,0,0,0,1,0,0,0
EGY,2,38,3,1,1,51,46,49,38
EGY,0,4,1,3,0,9,9,10,7
EGY,0,1,0,0,0,2,2,2,1
EGY,1,5,0,0,0,9,5,7,6
EGY,1,3,1,0,0,10,9,9,9
EGY,4,7,1,0,0,8,7,7,6
EGY,0,2,0,0,1,3,2,3,2
EGY,0,0,0,0,0,3,3,3,1
EGY,0,0,0,0,0,6,6,8,5
EGY,0,0,1,1,0,3,2,3,2
EGY,0,3,0,1,0,1,1,1,1
EGY,0,2,0,0,0,4,4,4,4
EGY,1,2,0,0,0,6,6,6,4
EGY,1,0,0,0,1,3,2,3,2
EGY,0,1,0,0,0,9,9,9,9
EGY,0,1,0,2,0,6,4,5,5
EGY,1,15,0,1,2,27,21,24,19
EGY,1,11,0,0,0,19,16,17,15
EGY,10,25,3,0,2,54,42,47,35
EGY,0,21,2,1,0,51,42,46,36
EGY,0,13,0,2,1,23,20,21,17
EGY,0,5,0,1,1,12,12,11,10
EGY,1,8,0,0,1,6,4,5,4
EGY,0,1,0,0,0,7,5,6,5
EGY,0,1,0,0,0,2,2,2,2
EGY,1,15,0,0,0,23,16,20,19
EGY,0,2,0,0,0,7,5,6,4
EGY,0,2,0,0,1,2,1,2,1
EGY,2,6,0,0,0,16,11,12,10
EGY,1,12,0,1,0,19,17,18,12
EGY,0,0,0,1,0,8,6,7,6
EGY,0,3,0,0,1,1,1,1,2
EGY,0,2,0,0,0,3,2,2,2
EGY,1,16,0,3,2,34,29,31,25
EGY,0,2,0,1,0,13,12,12,11
EGY,0,1,0,1,0,4,4,4,2
EGY,2,25,1,1,1,10,7,9,9
EGY,0,2,0,0,1,12,11,12,13
EGY,0,23,3,0,1,31,25,27,24
EGY,3,9,3,1,0,21,19,18,14
EGY,2,5,5,0,1,16,15,13,13
EGY,1,2,0,0,0,6,6,6,5
EGY,4,28,1,1,1,33,27,28,22
EGY,0,0,0,0,0,4,4,4,3
EGY,0,3,0,0,1,10,8,10,8
EGY,0,30,2,1,1,44,36,40,39
EGY,0,0,0,0,0,4,3,3,2
EGY,1,4,0,0,1,13,10,10,8
EGY,0,5,2,0,0,13,12,13,10
EGY,0,2,1,1,0,13,11,13,11
EGY,0,0,0,0,0,6,3,5,5
EGY,0,0,0,0,0,2,2,2,0
EGY,0,6,0,1,1,14,12,14,11
EGY,0,2,0,0,0,5,5,5,5
EGY,4,27,3,2,1,68,52,62,53
EGY,2,6,1,0,0,19,15,16,16
EGY,2,5,2,0,2,16,15,16,12
EGY,2,0,0,0,0,2,2,2,0
EGY,1,8,1,0,3,13,8,8,8
EGY,0,10,1,1,2,10,9,9,6
EGY,0,47,2,2,1,67,59,60,43
EGY,0,2,0,1,0,10,7,9,9
EGY,0,0,0,0,1,1,1,1,0
EGY,2,19,0,1,2,49,44,45,39
EGY,1,2,1,2,0,13,11,15,10
EGY,2,1,0,0,0,7,7,7,4
EGY,1,10,0,0,2,21,18,19,19
EGY,0,4,0,1,2,13,12,13,11
EGY,0,2,0,0,0,0,0,0,0
EGY,0,3,0,1,0,19,17,18,17
EGY,0,2,0,2,0,14,14,12,8
EGY,2,22,1,0,1,18,18,16,15
EGY,0,7,0,0,0,20,17,20,13
EGY,0,2,0,0,0,1,1,1,1
EGY,0,6,1,0,0,8,7,7,5
EGY,0,2,0,2,0,7,5,7,6
EGY,0,5,2,0,0,12,11,12,9
EGY,0,4,0,0,0,3,2,2,2
EGY,0,2,0,0,0,4,4,4,3
EGY,0,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,4,4,3,3
EGY,0,2,0,0,0,5,5,5,5
EGY,4,29,1,3,0,55,46,47,46
EGY,0,2,1,0,0,2,1,2,2
EGY,0,1,0,0,2,7,6,7,6
EGY,0,0,0,0,0,2,2,2,2
EGY,0,2,0,0,0,5,4,4,3
EGY,0,3,0,0,0,2,0,0,0
EGY,0,5,0,0,0,5,2,3,2
EGY,1,3,1,0,0,8,7,7,6
EGY,0,4,1,1,0,19,19,19,11
EGY,0,0,0,0,0,1,1,1,0
EGY,0,1,0,0,0,9,9,9,6
EGY,3,17,2,0,0,35,32,32,26
EGY,0,1,0,0,0,3,2,2,1
EGY,1,4,0,0,0,3,2,3,3
EGY,1,1,0,0,1,11,11,11,8
EGY,3,2,0,1,0,7,6,7,5
EGY,0,1,0,0,0,2,2,2,1
EGY,0,3,2,2,1,10,9,11,7
EGY,2,13,1,2,0,24,22,21,12
EGY,2,16,3,0,0,21,17,19,12
EGY,0,0,0,1,0,0,0,0,0
EGY,1,5,1,1,1,18,14,18,14
EGY,0,2,0,0,0,3,2,1,1
EGY,1,4,1,0,0,9,11,10,6
EGY,10,43,1,4,2,60,46,49,41
EGY,4,18,1,1,3,48,35,41,31
EGY,2,29,1,0,7,60,38,44,30
EGY,1,7,0,0,0,19,19,18,13
EGY,2,4,0,0,0,22,17,16,17
EGY,0,9,1,0,0,17,18,18,13
EGY,0,10,1,0,0,16,13,15,14
EGY,0,1,1,0,0,1,1,1,1
EGY,2,26,2,1,0,41,36,33,22
EGY,0,4,2,0,0,5,5,5,3
EGY,0,2,0,0,0,4,4,3,4
EGY,1,1,0,1,0,3,3,3,3
EGY,0,0,0,0,0,3,2,3,2
EGY,0,3,0,0,0,3,3,3,2
EGY,0,1,1,1,0,1,1,1,1
EGY,1,1,0,0,0,1,1,1,1
EGY,0,2,0,0,0,5,5,5,4
EGY,2,15,1,0,1,25,22,19,19
EGY,0,1,0,0,0,3,3,3,4
EGY,0,3,1,0,0,5,5,5,5
EGY,0,22,0,0,0,39,34,38,32
EGY,1,19,0,0,0,27,19,23,16
EGY,1,3,0,0,0,13,11,11,9
EGY,0,0,0,0,0,0,0,0,0
EGY,0,0,0,0,0,6,6,6,4
EGY,0,0,0,0,0,5,3,4,3
EGY,1,1,0,0,0,1,1,1,1
EGY,0,3,0,0,0,5,3,5,3
EGY,0,4,0,0,1,3,3,3,3
EGY,0,22,1,0,0,38,29,29,28
EGY,0,2,1,2,0,1,1,1,0
EGY,0,2,1,0,0,1,0,1,0
EGY,3,19,2,0,0,26,21,20,17
EGY,3,4,1,3,1,10,8,9,8
EGY,1,1,2,0,0,1,1,1,1
